VarCode;Land;Variable;Einheit;Jahr;Wert;Quelle
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2000;119.7097;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2000;84.2113;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2000;187.9331;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2001;229.8572;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2001;105.6834;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2001;124.4818;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2001;9.7974;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2001;400.9296;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2001;33.1506;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2001;75.9195;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2001;3.4813;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2001;61.6883;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2001;756.9091;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2001;1104.6963;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2001;91.1198;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2001;28.6928;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2001;50.5653;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2001;664.6646;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2001;2342.1719;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2001;282.4964;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2001;5.2150;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2001;7.9988;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2001;200.8395;OECD/European Commission
NZL_vn311_$;NZL;Private Consumption;in US-$, current prices;2001;30.8631;OECD/European Commission
NOR_vn311_$;NOR;Private Consumption;in US-$, current prices;2001;74.2865;OECD/European Commission
POL_vn311_$;POL;Private Consumption;in US-$, current prices;2001;123.5964;OECD/European Commission
PRT_vn311_$;PRT;Private Consumption;in US-$, current prices;2001;76.0167;OECD/European Commission
ROM_vn311_$;ROM;Private Consumption;in US-$, current prices;2001;28.1097;OECD/European Commission
SVK_vn311_$;SVK;Private Consumption;in US-$, current prices;2001;12.2191;OECD/European Commission
SVN_vn311_$;SVN;Private Consumption;in US-$, current prices;2001;11.5515;OECD/European Commission
ESP_vn311_$;ESP;Private Consumption;in US-$, current prices;2001;360.3942;OECD/European Commission
SWE_vn311_$;SWE;Private Consumption;in US-$, current prices;2001;110.8842;OECD/European Commission
CHE_vn311_$;CHE;Private Consumption;in US-$, current prices;2001;154.2060;OECD/European Commission
GBR_vn311_$;GBR;Private Consumption;in US-$, current prices;2001;968.5142;OECD/European Commission
USA_vn311_$;USA;Private Consumption;in US-$, current prices;2001;7148.8000;OECD/European Commission
CYP_vn311_$;CYP;Private Consumption;in US-$, current prices;2001;6.2282;OECD/European Commission
ISL_vn311_$;ISL;Private Consumption;in US-$, current prices;2001;5.5434;OECD/European Commission
LUX_vn311_$;LUX;Private Consumption;in US-$, current prices;2001;8.4630;OECD/European Commission
MLT_vn311_$;MLT;Private Consumption;in US-$, current prices;2001;2.5550;OECD/European Commission
ARG_vn311_$;ARG;Private Consumption;in US-$, current prices;2001;185.2569;OECD/European Commission
BRA_vn311_$;BRA;Private Consumption;in US-$, current prices;2001;351.7436;OECD/European Commission
CHL_vn311_$;CHL;Private Consumption;in US-$, current prices;2001;43.7397;OECD/European Commission
CHI_vn311_$;CHI;Private Consumption;in US-$, current prices;2001;597.2634;OECD/European Commission
IND_vn311_$;IND;Private Consumption;in US-$, current prices;2001;310.9361;OECD/European Commission
ISR_vn311_$;ISR;Private Consumption;in US-$, current prices;2001;68.2130;OECD/European Commission
MEX_vn311_$;MEX;Private Consumption;in US-$, current prices;2001;460.7662;OECD/European Commission
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2001;151.1116;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2001;74.7785;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2001;134.0573;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2002;257.6807;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2002;113.5091;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2002;133.7282;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2002;11.1926;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2002;417.8648;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2002;40.4250;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2002;83.0031;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2002;4.1655;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2002;68.1919;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2002;823.2997;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2002;1173.0599;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2002;103.3948;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2002;36.6331;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2002;58.4348;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2002;722.7663;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2002;2268.6063;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2002;328.7724;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2002;5.8206;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2002;9.2456;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2002;220.3593;OECD/European Commission
NZL_vn311_$;NZL;Private Consumption;in US-$, current prices;2002;36.3484;OECD/European Commission
NOR_vn311_$;NOR;Private Consumption;in US-$, current prices;2002;87.9036;OECD/European Commission
POL_vn311_$;POL;Private Consumption;in US-$, current prices;2002;132.6994;OECD/European Commission
PRT_vn311_$;PRT;Private Consumption;in US-$, current prices;2002;83.5821;OECD/European Commission
ROM_vn311_$;ROM;Private Consumption;in US-$, current prices;2002;31.5175;OECD/European Commission
SVK_vn311_$;SVK;Private Consumption;in US-$, current prices;2002;14.2223;OECD/European Commission
SVN_vn311_$;SVN;Private Consumption;in US-$, current prices;2002;12.9782;OECD/European Commission
ESP_vn311_$;ESP;Private Consumption;in US-$, current prices;2002;402.2707;OECD/European Commission
SWE_vn311_$;SWE;Private Consumption;in US-$, current prices;2002;123.2096;OECD/European Commission
CHE_vn311_$;CHE;Private Consumption;in US-$, current prices;2002;169.2091;OECD/European Commission
GBR_vn311_$;GBR;Private Consumption;in US-$, current prices;2002;1063.2227;OECD/European Commission
USA_vn311_$;USA;Private Consumption;in US-$, current prices;2002;7439.2000;OECD/European Commission
CYP_vn311_$;CYP;Private Consumption;in US-$, current prices;2002;6.8245;OECD/European Commission
ISL_vn311_$;ISL;Private Consumption;in US-$, current prices;2002;5.4990;OECD/European Commission
LUX_vn311_$;LUX;Private Consumption;in US-$, current prices;2002;9.5070;OECD/European Commission
MLT_vn311_$;MLT;Private Consumption;in US-$, current prices;2002;2.7073;OECD/European Commission
ARG_vn311_$;ARG;Private Consumption;in US-$, current prices;2002;63.1622;OECD/European Commission
BRA_vn311_$;BRA;Private Consumption;in US-$, current prices;2002;312.3098;OECD/European Commission
CHL_vn311_$;CHL;Private Consumption;in US-$, current prices;2002;42.4449;OECD/European Commission
CHI_vn311_$;CHI;Private Consumption;in US-$, current prices;2002;641.0157;OECD/European Commission
IND_vn311_$;IND;Private Consumption;in US-$, current prices;2002;319.1431;OECD/European Commission
ISR_vn311_$;ISR;Private Consumption;in US-$, current prices;2002;63.6218;OECD/European Commission
MEX_vn311_$;MEX;Private Consumption;in US-$, current prices;2002;476.8421;OECD/European Commission
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2002;176.0965;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2002;68.7075;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2002;158.1707;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2003;328.6517;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2003;139.7595;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2003;163.4417;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2003;14.3989;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2003;490.9969;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2003;49.1312;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2003;101.5273;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2003;5.5264;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2003;85.0135;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2003;1020.9560;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2003;1430.3636;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2003;132.0236;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2003;47.4189;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2003;74.9042;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2003;896.4887;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2003;2433.7471;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2003;352.8083;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2003;7.0214;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2003;12.1325;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2003;269.3327;OECD/European Commission
NZL_vn311_$;NZL;Private Consumption;in US-$, current prices;2003;48.8257;OECD/European Commission
NOR_vn311_$;NOR;Private Consumption;in US-$, current prices;2003;104.4372;OECD/European Commission
POL_vn311_$;POL;Private Consumption;in US-$, current prices;2003;142.6914;OECD/European Commission
PRT_vn311_$;PRT;Private Consumption;in US-$, current prices;2003;102.7082;OECD/European Commission
ROM_vn311_$;ROM;Private Consumption;in US-$, current prices;2003;39.3838;OECD/European Commission
SVK_vn311_$;SVK;Private Consumption;in US-$, current prices;2003;18.9774;OECD/European Commission
SVN_vn311_$;SVN;Private Consumption;in US-$, current prices;2003;16.3205;OECD/European Commission
ESP_vn311_$;ESP;Private Consumption;in US-$, current prices;2003;510.6567;OECD/European Commission
SWE_vn311_$;SWE;Private Consumption;in US-$, current prices;2003;153.8682;OECD/European Commission
CHE_vn311_$;CHE;Private Consumption;in US-$, current prices;2003;197.7158;OECD/European Commission
GBR_vn311_$;GBR;Private Consumption;in US-$, current prices;2003;1213.1976;OECD/European Commission
USA_vn311_$;USA;Private Consumption;in US-$, current prices;2003;7804.1000;OECD/European Commission
CYP_vn311_$;CYP;Private Consumption;in US-$, current prices;2003;8.5443;OECD/European Commission
ISL_vn311_$;ISL;Private Consumption;in US-$, current prices;2003;4.9148;OECD/European Commission
LUX_vn311_$;LUX;Private Consumption;in US-$, current prices;2003;11.0078;OECD/European Commission
MLT_vn311_$;MLT;Private Consumption;in US-$, current prices;2003;3.2797;OECD/European Commission
ARG_vn311_$;ARG;Private Consumption;in US-$, current prices;2003;81.9017;OECD/European Commission
BRA_vn311_$;BRA;Private Consumption;in US-$, current prices;2003;342.0853;OECD/European Commission
CHL_vn311_$;CHL;Private Consumption;in US-$, current prices;2003;46.4410;OECD/European Commission
CHI_vn311_$;CHI;Private Consumption;in US-$, current prices;2003;696.5029;OECD/European Commission
IND_vn311_$;IND;Private Consumption;in US-$, current prices;2003;364.8272;OECD/European Commission
ISR_vn311_$;ISR;Private Consumption;in US-$, current prices;2003;66.2984;OECD/European Commission
MEX_vn311_$;MEX;Private Consumption;in US-$, current prices;2003;467.3970;OECD/European Commission
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2003;217.6542;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2003;104.4832;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2003;215.8831;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2004;394.9197;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2004;159.9787;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2004;186.9034;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2004;17.5820;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2004;553.8930;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2004;57.6997;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2004;118.2421;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2004;6.7879;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2004;97.0766;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2004;1165.9967;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2004;1596.6855;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2004;155.1445;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2004;56.4353;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2004;86.8294;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2004;1019.2461;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2004;2631.5758;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2004;380.4056;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2004;8.7471;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2004;14.8747;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2004;301.9958;OECD/European Commission
NZL_vn311_$;NZL;Private Consumption;in US-$, current prices;2004;59.3013;OECD/European Commission
NOR_vn311_$;NOR;Private Consumption;in US-$, current prices;2004;116.8071;OECD/European Commission
POL_vn311_$;POL;Private Consumption;in US-$, current prices;2004;164.3441;OECD/European Commission
PRT_vn311_$;PRT;Private Consumption;in US-$, current prices;2004;118.9123;OECD/European Commission
ROM_vn311_$;ROM;Private Consumption;in US-$, current prices;2004;52.4382;OECD/European Commission
SVK_vn311_$;SVK;Private Consumption;in US-$, current prices;2004;24.2850;OECD/European Commission
SVN_vn311_$;SVN;Private Consumption;in US-$, current prices;2004;18.6177;OECD/European Commission
ESP_vn311_$;ESP;Private Consumption;in US-$, current prices;2004;606.2369;OECD/European Commission
SWE_vn311_$;SWE;Private Consumption;in US-$, current prices;2004;175.3534;OECD/European Commission
CHE_vn311_$;CHE;Private Consumption;in US-$, current prices;2004;219.4265;OECD/European Commission
GBR_vn311_$;GBR;Private Consumption;in US-$, current prices;2004;1427.4570;OECD/European Commission
USA_vn311_$;USA;Private Consumption;in US-$, current prices;2004;8270.6000;OECD/European Commission
CYP_vn311_$;CYP;Private Consumption;in US-$, current prices;2004;10.2056;OECD/European Commission
ISL_vn311_$;ISL;Private Consumption;in US-$, current prices;2004;4.8981;OECD/European Commission
LUX_vn311_$;LUX;Private Consumption;in US-$, current prices;2004;12.6770;OECD/European Commission
MLT_vn311_$;MLT;Private Consumption;in US-$, current prices;2004;3.7648;OECD/European Commission
ARG_vn311_$;ARG;Private Consumption;in US-$, current prices;2004;96.1889;OECD/European Commission
BRA_vn311_$;BRA;Private Consumption;in US-$, current prices;2004;396.7739;OECD/European Commission
CHL_vn311_$;CHL;Private Consumption;in US-$, current prices;2004;56.7903;OECD/European Commission
CHI_vn311_$;CHI;Private Consumption;in US-$, current prices;2004;787.9675;OECD/European Commission
IND_vn311_$;IND;Private Consumption;in US-$, current prices;2004;423.1371;OECD/European Commission
ISR_vn311_$;ISR;Private Consumption;in US-$, current prices;2004;71.2298;OECD/European Commission
MEX_vn311_$;MEX;Private Consumption;in US-$, current prices;2004;502.7303;OECD/European Commission
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2004;296.2493;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2004;137.9248;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2004;279.5853;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2005;430.9730;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2005;167.8318;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2005;193.9967;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2005;20.0273;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2005;625.8375;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2005;64.2300;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2005;124.4014;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2005;7.7230;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2005;100.8895;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2005;1216.3296;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2005;1626.0011;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2005;167.6103;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2005;60.6902;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2005;94.3726;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2005;1054.6365;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2005;2599.4287;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2005;454.6431;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2005;10.1513;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2005;16.9241;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2005;311.4493;OECD/European Commission
NZL_vn311_$;NZL;Private Consumption;in US-$, current prices;2005;67.2770;OECD/European Commission
NOR_vn311_$;NOR;Private Consumption;in US-$, current prices;2005;128.3381;OECD/European Commission
POL_vn311_$;POL;Private Consumption;in US-$, current prices;2005;192.7694;OECD/European Commission
PRT_vn311_$;PRT;Private Consumption;in US-$, current prices;2005;124.2172;OECD/European Commission
ROM_vn311_$;ROM;Private Consumption;in US-$, current prices;2005;69.0170;OECD/European Commission
SVK_vn311_$;SVK;Private Consumption;in US-$, current prices;2005;27.5179;OECD/European Commission
SVN_vn311_$;SVN;Private Consumption;in US-$, current prices;2005;19.3969;OECD/European Commission
ESP_vn311_$;ESP;Private Consumption;in US-$, current prices;2005;653.4796;OECD/European Commission
SWE_vn311_$;SWE;Private Consumption;in US-$, current prices;2005;179.0707;OECD/European Commission
CHE_vn311_$;CHE;Private Consumption;in US-$, current prices;2005;223.5403;OECD/European Commission
GBR_vn311_$;GBR;Private Consumption;in US-$, current prices;2005;1482.7515;OECD/European Commission
USA_vn311_$;USA;Private Consumption;in US-$, current prices;2005;8803.5000;OECD/European Commission
CYP_vn311_$;CYP;Private Consumption;in US-$, current prices;2005;10.9806;OECD/European Commission
ISL_vn311_$;ISL;Private Consumption;in US-$, current prices;2005;6.2651;OECD/European Commission
LUX_vn311_$;LUX;Private Consumption;in US-$, current prices;2005;13.3715;OECD/European Commission
MLT_vn311_$;MLT;Private Consumption;in US-$, current prices;2005;3.9182;OECD/European Commission
ARG_vn311_$;ARG;Private Consumption;in US-$, current prices;2005;112.3671;OECD/European Commission
BRA_vn311_$;BRA;Private Consumption;in US-$, current prices;2005;531.6445;OECD/European Commission
CHL_vn311_$;CHL;Private Consumption;in US-$, current prices;2005;68.8616;OECD/European Commission
CHI_vn311_$;CHI;Private Consumption;in US-$, current prices;2005;886.6206;OECD/European Commission
IND_vn311_$;IND;Private Consumption;in US-$, current prices;2005;488.1180;OECD/European Commission
ISR_vn311_$;ISR;Private Consumption;in US-$, current prices;2005;74.6888;OECD/European Commission
MEX_vn311_$;MEX;Private Consumption;in US-$, current prices;2005;563.5590;OECD/European Commission
RUS_vn311_$;RUS;Private Consumption;in US-$, current prices;2005;378.5007;OECD/European Commission
ZFA_vn311_$;ZFA;Private Consumption;in US-$, current prices;2005;155.7984;OECD/European Commission
TUR_vn311_$;TUR;Private Consumption;in US-$, current prices;2005;346.3885;OECD/European Commission
AUS_vn311_$;AUS;Private Consumption;in US-$, current prices;2006;460.2241;OECD/European Commission
AUT_vn311_$;AUT;Private Consumption;in US-$, current prices;2006;176.1702;OECD/European Commission
BEL_vn311_$;BEL;Private Consumption;in US-$, current prices;2006;205.3060;OECD/European Commission
BGR_vn311_$;BGR;Private Consumption;in US-$, current prices;2006;22.4306;OECD/European Commission
CAN_vn311_$;CAN;Private Consumption;in US-$, current prices;2006;707.0838;OECD/European Commission
CZE_vn311_$;CZE;Private Consumption;in US-$, current prices;2006;72.1754;OECD/European Commission
DNK_vn311_$;DNK;Private Consumption;in US-$, current prices;2006;132.4065;OECD/European Commission
EST_vn311_$;EST;Private Consumption;in US-$, current prices;2006;9.3066;OECD/European Commission
FIN_vn311_$;FIN;Private Consumption;in US-$, current prices;2006;107.6902;OECD/European Commission
FRA_vn311_$;FRA;Private Consumption;in US-$, current prices;2006;1280.7535;OECD/European Commission
DEU_vn311_$;DEU;Private Consumption;in US-$, current prices;2006;1681.9248;OECD/European Commission
GRC_vn311_$;GRC;Private Consumption;in US-$, current prices;2006;182.5174;OECD/European Commission
HUN_vn311_$;HUN;Private Consumption;in US-$, current prices;2006;60.4959;OECD/European Commission
IRL_vn311_$;IRL;Private Consumption;in US-$, current prices;2006;104.0581;OECD/European Commission
ITA_vn311_$;ITA;Private Consumption;in US-$, current prices;2006;1106.7652;OECD/European Commission
JPN_vn311_$;JPN;Private Consumption;in US-$, current prices;2006;2490.2411;OECD/European Commission
KOR_vn311_$;KOR;Private Consumption;in US-$, current prices;2006;518.4613;OECD/European Commission
LVA_vn311_$;LVA;Private Consumption;in US-$, current prices;2006;13.1764;OECD/European Commission
LTU_vn311_$;LTU;Private Consumption;in US-$, current prices;2006;19.6693;OECD/European Commission
NLD_vn311_$;NLD;Private Consumption;in US-$, current prices;2006;320.0208;OECD/European Commission
