VarCode;Land;Variable;Einheit;Jahr;Wert;Quelle
IRL_vr311_$05;IRL;Private Consumption;in US-$, real (Base Year=2005);2001;78.0134;OECD/AMECO
ITA_vr311_$05;ITA;Private Consumption;in US-$, real (Base Year=2005);2001;1023.4479;OECD/AMECO
JPN_vr311_$05;JPN;Private Consumption;in US-$, real (Base Year=2005);2001;2534.062;OECD/AMECO
KOR_vr311_$05;KOR;Private Consumption;in US-$, real (Base Year=2005);2001;399.4445;OECD/AMECO
LVA_vr311_$05;LVA;Private Consumption;in US-$, real (Base Year=2005);2001;7.2273;OECD/AMECO
LTU_vr311_$05;LTU;Private Consumption;in US-$, real (Base Year=2005);2001;11.545;OECD/AMECO
NLD_vr311_$05;NLD;Private Consumption;in US-$, real (Base Year=2005);2001;303.1089;OECD/AMECO
NZL_vr311_$05;NZL;Private Consumption;in US-$, real (Base Year=2005);2001;55.39;OECD/AMECO
NOR_vr311_$05;NOR;Private Consumption;in US-$, real (Base Year=2005);2001;110.6485;OECD/AMECO
POL_vr311_$05;POL;Private Consumption;in US-$, real (Base Year=2005);2001;170.886;OECD/AMECO
PRT_vr311_$05;PRT;Private Consumption;in US-$, real (Base Year=2005);2001;117.6955;OECD/AMECO
ROM_vr311_$05;ROM;Private Consumption;in US-$, real (Base Year=2005);2001;47.0744;OECD/AMECO
SVK_vr311_$05;SVK;Private Consumption;in US-$, real (Base Year=2005);2001;22.9809;OECD/AMECO
SVN_vr311_$05;SVN;Private Consumption;in US-$, real (Base Year=2005);2001;17.3908;OECD/AMECO
ESP_vr311_$05;ESP;Private Consumption;in US-$, real (Base Year=2005);2001;569.7121;OECD/AMECO
SWE_vr311_$05;SWE;Private Consumption;in US-$, real (Base Year=2005);2001;161.4906;OECD/AMECO
CHE_vr311_$05;CHE;Private Consumption;in US-$, real (Base Year=2005);2001;220.8077;OECD/AMECO
GBR_vr311_$05;GBR;Private Consumption;in US-$, real (Base Year=2005);2001;1303.6115;OECD/AMECO
USA_vr311_$05;USA;Private Consumption;in US-$, real (Base Year=2005);2001;7810.3;OECD/AMECO
ARG_vr311_$05;ARG;Private Consumption;in US-$, real (Base Year=2005);2001;100.78;OECD/AMECO
BRA_vr311_$05;BRA;Private Consumption;in US-$, real (Base Year=2005);2001;484.4979;OECD/AMECO
CHL_vr311_$05;CHL;Private Consumption;in US-$, real (Base Year=2005);2001;57.8204;OECD/AMECO
CHN_vr311_$05;CHN;Private Consumption;in US-$, real (Base Year=2005);2001;679.8643;OECD/AMECO
IND_vr311_$05;IND;Private Consumption;in US-$, real (Base Year=2005);2001;392.0508;OECD/AMECO
ISR_vr311_$05;ISR;Private Consumption;in US-$, real (Base Year=2005);2001;68.366;OECD/AMECO
MEX_vr311_$05;MEX;Private Consumption;in US-$, real (Base Year=2005);2001;490.334;OECD/AMECO
RUS_vr311_$05;RUS;Private Consumption;in US-$, real (Base Year=2005);2001;262.6721;OECD/AMECO
ZAF_vr311_$05;ZAF;Private Consumption;in US-$, real (Base Year=2005);2001;130.1852;OECD/AMECO
TUR_vr311_$05;TUR;Private Consumption;in US-$, real (Base Year=2005);2001;250.6328;OECD/AMECO
CYP_vr311_$05;CYP;Private Consumption;in US-$, real (Base Year=2005);2001;9.2746;OECD/AMECO
ISL_vr311_$05;ISL;Private Consumption;in US-$, real (Base Year=2005);2001;7.6902;OECD/AMECO
LUX_vr311_$05;LUX;Private Consumption;in US-$, real (Base Year=2005);2001;12.7492;OECD/AMECO
MLT_vr311_$05;MLT;Private Consumption;in US-$, real (Base Year=2005);2001;3.6052;OECD/AMECO
AUS_vr311_$05;AUS;Private Consumption;in US-$, real (Base Year=2005);2002;379.7639;OECD/AMECO
AUT_vr311_$05;AUT;Private Consumption;in US-$, real (Base Year=2005);2002;158.7253;OECD/AMECO
BEL_vr311_$05;BEL;Private Consumption;in US-$, real (Base Year=2005);2002;187.5683;OECD/AMECO
BGR_vr311_$05;BGR;Private Consumption;in US-$, real (Base Year=2005);2002;16.3165;OECD/AMECO
CAN_vr311_$05;CAN;Private Consumption;in US-$, real (Base Year=2005);2002;567.4862;OECD/AMECO
CZE_vr311_$05;CZE;Private Consumption;in US-$, real (Base Year=2005);2002;57.3338;OECD/AMECO
DNK_vr311_$05;DNK;Private Consumption;in US-$, real (Base Year=2005);2002;113.3164;OECD/AMECO
EST_vr311_$05;EST;Private Consumption;in US-$, real (Base Year=2005);2002;5.9765;OECD/AMECO
FIN_vr311_$05;FIN;Private Consumption;in US-$, real (Base Year=2005);2002;90.3065;OECD/AMECO
FRA_vr311_$05;FRA;Private Consumption;in US-$, real (Base Year=2005);2002;1147.7629;OECD/AMECO
DEU_vr311_$05;DEU;Private Consumption;in US-$, real (Base Year=2005);2002;1613.1559;OECD/AMECO
GRC_vr311_$05;GRC;Private Consumption;in US-$, real (Base Year=2005);2002;149.6045;OECD/AMECO
HUN_vr311_$05;HUN;Private Consumption;in US-$, real (Base Year=2005);2002;53.8177;OECD/AMECO
IRL_vr311_$05;IRL;Private Consumption;in US-$, real (Base Year=2005);2002;80.9856;OECD/AMECO
ITA_vr311_$05;ITA;Private Consumption;in US-$, real (Base Year=2005);2002;1025.0422;OECD/AMECO
JPN_vr311_$05;JPN;Private Consumption;in US-$, real (Base Year=2005);2002;2564.3258;OECD/AMECO
KOR_vr311_$05;KOR;Private Consumption;in US-$, real (Base Year=2005);2002;434.9243;OECD/AMECO
LVA_vr311_$05;LVA;Private Consumption;in US-$, real (Base Year=2005);2002;7.8017;OECD/AMECO
LTU_vr311_$05;LTU;Private Consumption;in US-$, real (Base Year=2005);2002;12.2567;OECD/AMECO
NLD_vr311_$05;NLD;Private Consumption;in US-$, real (Base Year=2005);2002;305.9181;OECD/AMECO
NZL_vr311_$05;NZL;Private Consumption;in US-$, real (Base Year=2005);2002;58.0254;OECD/AMECO
NOR_vr311_$05;NOR;Private Consumption;in US-$, real (Base Year=2005);2002;114.1195;OECD/AMECO
POL_vr311_$05;POL;Private Consumption;in US-$, real (Base Year=2005);2002;176.7677;OECD/AMECO
PRT_vr311_$05;PRT;Private Consumption;in US-$, real (Base Year=2005);2002;119.2704;OECD/AMECO
ROM_vr311_$05;ROM;Private Consumption;in US-$, real (Base Year=2005);2002;49.9718;OECD/AMECO
SVK_vr311_$05;SVK;Private Consumption;in US-$, real (Base Year=2005);2002;24.2814;OECD/AMECO
SVN_vr311_$05;SVN;Private Consumption;in US-$, real (Base Year=2005);2002;17.8393;OECD/AMECO
ESP_vr311_$05;ESP;Private Consumption;in US-$, real (Base Year=2005);2002;585.4615;OECD/AMECO
SWE_vr311_$05;SWE;Private Consumption;in US-$, real (Base Year=2005);2002;165.6911;OECD/AMECO
CHE_vr311_$05;CHE;Private Consumption;in US-$, real (Base Year=2005);2002;221.0391;OECD/AMECO
GBR_vr311_$05;GBR;Private Consumption;in US-$, real (Base Year=2005);2002;1354.3;OECD/AMECO
USA_vr311_$05;USA;Private Consumption;in US-$, real (Base Year=2005);2002;8018.3;OECD/AMECO
ARG_vr311_$05;ARG;Private Consumption;in US-$, real (Base Year=2005);2002;86.3138;OECD/AMECO
BRA_vr311_$05;BRA;Private Consumption;in US-$, real (Base Year=2005);2002;493.9103;OECD/AMECO
CHL_vr311_$05;CHL;Private Consumption;in US-$, real (Base Year=2005);2002;59.1851;OECD/AMECO
CHN_vr311_$05;CHN;Private Consumption;in US-$, real (Base Year=2005);2002;727.1441;OECD/AMECO
IND_vr311_$05;IND;Private Consumption;in US-$, real (Base Year=2005);2002;403.3046;OECD/AMECO
ISR_vr311_$05;ISR;Private Consumption;in US-$, real (Base Year=2005);2002;68.862;OECD/AMECO
MEX_vr311_$05;MEX;Private Consumption;in US-$, real (Base Year=2005);2002;498.1081;OECD/AMECO
RUS_vr311_$05;RUS;Private Consumption;in US-$, real (Base Year=2005);2002;284.3813;OECD/AMECO
ZAF_vr311_$05;ZAF;Private Consumption;in US-$, real (Base Year=2005);2002;134.3155;OECD/AMECO
TUR_vr311_$05;TUR;Private Consumption;in US-$, real (Base Year=2005);2002;262.5181;OECD/AMECO
CYP_vr311_$05;CYP;Private Consumption;in US-$, real (Base Year=2005);2002;9.4319;OECD/AMECO
ISL_vr311_$05;ISL;Private Consumption;in US-$, real (Base Year=2005);2002;7.5745;OECD/AMECO
LUX_vr311_$05;LUX;Private Consumption;in US-$, real (Base Year=2005);2002;13.4932;OECD/AMECO
MLT_vr311_$05;MLT;Private Consumption;in US-$, real (Base Year=2005);2002;3.5949;OECD/AMECO
AUS_vr311_$05;AUS;Private Consumption;in US-$, real (Base Year=2005);2003;398.6351;OECD/AMECO
AUT_vr311_$05;AUT;Private Consumption;in US-$, real (Base Year=2005);2003;160.7941;OECD/AMECO
BEL_vr311_$05;BEL;Private Consumption;in US-$, real (Base Year=2005);2003;189.0781;OECD/AMECO
BGR_vr311_$05;BGR;Private Consumption;in US-$, real (Base Year=2005);2003;17.4255;OECD/AMECO
CAN_vr311_$05;CAN;Private Consumption;in US-$, real (Base Year=2005);2003;584.5535;OECD/AMECO
CZE_vr311_$05;CZE;Private Consumption;in US-$, real (Base Year=2005);2003;60.3451;OECD/AMECO
DNK_vr311_$05;DNK;Private Consumption;in US-$, real (Base Year=2005);2003;114.4368;OECD/AMECO
EST_vr311_$05;EST;Private Consumption;in US-$, real (Base Year=2005);2003;6.5244;OECD/AMECO
FIN_vr311_$05;FIN;Private Consumption;in US-$, real (Base Year=2005);2003;94.6246;OECD/AMECO
FRA_vr311_$05;FRA;Private Consumption;in US-$, real (Base Year=2005);2003;1167.5128;OECD/AMECO
DEU_vr311_$05;DEU;Private Consumption;in US-$, real (Base Year=2005);2003;1617.871;OECD/AMECO
GRC_vr311_$05;GRC;Private Consumption;in US-$, real (Base Year=2005);2003;154.5016;OECD/AMECO
HUN_vr311_$05;HUN;Private Consumption;in US-$, real (Base Year=2005);2003;58.3331;OECD/AMECO
IRL_vr311_$05;IRL;Private Consumption;in US-$, real (Base Year=2005);2003;83.4681;OECD/AMECO
ITA_vr311_$05;ITA;Private Consumption;in US-$, real (Base Year=2005);2003;1034.2868;OECD/AMECO
JPN_vr311_$05;JPN;Private Consumption;in US-$, real (Base Year=2005);2003;2577.0477;OECD/AMECO
KOR_vr311_$05;KOR;Private Consumption;in US-$, real (Base Year=2005);2003;433.1196;OECD/AMECO
LVA_vr311_$05;LVA;Private Consumption;in US-$, real (Base Year=2005);2003;8.3235;OECD/AMECO
LTU_vr311_$05;LTU;Private Consumption;in US-$, real (Base Year=2005);2003;13.6312;OECD/AMECO
NLD_vr311_$05;NLD;Private Consumption;in US-$, real (Base Year=2005);2003;305.3607;OECD/AMECO
NZL_vr311_$05;NZL;Private Consumption;in US-$, real (Base Year=2005);2003;61.6372;OECD/AMECO
NOR_vr311_$05;NOR;Private Consumption;in US-$, real (Base Year=2005);2003;117.7623;OECD/AMECO
POL_vr311_$05;POL;Private Consumption;in US-$, real (Base Year=2005);2003;180.4902;OECD/AMECO
PRT_vr311_$05;PRT;Private Consumption;in US-$, real (Base Year=2005);2003;118.9982;OECD/AMECO
ROM_vr311_$05;ROM;Private Consumption;in US-$, real (Base Year=2005);2003;54.1208;OECD/AMECO
SVK_vr311_$05;SVK;Private Consumption;in US-$, real (Base Year=2005);2003;24.7024;OECD/AMECO
SVN_vr311_$05;SVN;Private Consumption;in US-$, real (Base Year=2005);2003;18.4477;OECD/AMECO
ESP_vr311_$05;ESP;Private Consumption;in US-$, real (Base Year=2005);2003;602.2606;OECD/AMECO
SWE_vr311_$05;SWE;Private Consumption;in US-$, real (Base Year=2005);2003;169.4611;OECD/AMECO
CHE_vr311_$05;CHE;Private Consumption;in US-$, real (Base Year=2005);2003;223.1704;OECD/AMECO
GBR_vr311_$05;GBR;Private Consumption;in US-$, real (Base Year=2005);2003;1402.848;OECD/AMECO
USA_vr311_$05;USA;Private Consumption;in US-$, real (Base Year=2005);2003;8244.5;OECD/AMECO
ARG_vr311_$05;ARG;Private Consumption;in US-$, real (Base Year=2005);2003;93.3648;OECD/AMECO
BRA_vr311_$05;BRA;Private Consumption;in US-$, real (Base Year=2005);2003;490.0336;OECD/AMECO
CHL_vr311_$05;CHL;Private Consumption;in US-$, real (Base Year=2005);2003;61.6852;OECD/AMECO
CHN_vr311_$05;CHN;Private Consumption;in US-$, real (Base Year=2005);2003;776.8527;OECD/AMECO
IND_vr311_$05;IND;Private Consumption;in US-$, real (Base Year=2005);2003;427.2017;OECD/AMECO
ISR_vr311_$05;ISR;Private Consumption;in US-$, real (Base Year=2005);2003;68.7508;OECD/AMECO
MEX_vr311_$05;MEX;Private Consumption;in US-$, real (Base Year=2005);2003;509.1821;OECD/AMECO
RUS_vr311_$05;RUS;Private Consumption;in US-$, real (Base Year=2005);2003;305.5388;OECD/AMECO
ZAF_vr311_$05;ZAF;Private Consumption;in US-$, real (Base Year=2005);2003;138.1187;OECD/AMECO
TUR_vr311_$05;TUR;Private Consumption;in US-$, real (Base Year=2005);2003;289.2368;OECD/AMECO
CYP_vr311_$05;CYP;Private Consumption;in US-$, real (Base Year=2005);2003;9.6591;OECD/AMECO
ISL_vr311_$05;ISL;Private Consumption;in US-$, real (Base Year=2005);2003;8.0408;OECD/AMECO
LUX_vr311_$05;LUX;Private Consumption;in US-$, real (Base Year=2005);2003;12.7814;OECD/AMECO
MLT_vr311_$05;MLT;Private Consumption;in US-$, real (Base Year=2005);2003;3.7645;OECD/AMECO
AUS_vr311_$05;AUS;Private Consumption;in US-$, real (Base Year=2005);2004;416.1226;OECD/AMECO
AUT_vr311_$05;AUT;Private Consumption;in US-$, real (Base Year=2005);2004;164.2271;OECD/AMECO
BEL_vr311_$05;BEL;Private Consumption;in US-$, real (Base Year=2005);2004;192.2207;OECD/AMECO
BGR_vr311_$05;BGR;Private Consumption;in US-$, real (Base Year=2005);2004;18.7626;OECD/AMECO
CAN_vr311_$05;CAN;Private Consumption;in US-$, real (Base Year=2005);2004;603.6996;OECD/AMECO
CZE_vr311_$05;CZE;Private Consumption;in US-$, real (Base Year=2005);2004;62.3005;OECD/AMECO
DNK_vr311_$05;DNK;Private Consumption;in US-$, real (Base Year=2005);2004;119.835;OECD/AMECO
EST_vr311_$05;EST;Private Consumption;in US-$, real (Base Year=2005);2004;7.0552;OECD/AMECO
FIN_vr311_$05;FIN;Private Consumption;in US-$, real (Base Year=2005);2004;97.8802;OECD/AMECO
FRA_vr311_$05;FRA;Private Consumption;in US-$, real (Base Year=2005);2004;1187.1707;OECD/AMECO
DEU_vr311_$05;DEU;Private Consumption;in US-$, real (Base Year=2005);2004;1623.5627;OECD/AMECO
GRC_vr311_$05;GRC;Private Consumption;in US-$, real (Base Year=2005);2004;160.4278;OECD/AMECO
HUN_vr311_$05;HUN;Private Consumption;in US-$, real (Base Year=2005);2004;59.3214;OECD/AMECO
IRL_vr311_$05;IRL;Private Consumption;in US-$, real (Base Year=2005);2004;86.594;OECD/AMECO
ITA_vr311_$05;ITA;Private Consumption;in US-$, real (Base Year=2005);2004;1042.1642;OECD/AMECO
JPN_vr311_$05;JPN;Private Consumption;in US-$, real (Base Year=2005);2004;2606.7579;OECD/AMECO
KOR_vr311_$05;KOR;Private Consumption;in US-$, real (Base Year=2005);2004;434.5786;OECD/AMECO
LVA_vr311_$05;LVA;Private Consumption;in US-$, real (Base Year=2005);2004;9.0978;OECD/AMECO
LTU_vr311_$05;LTU;Private Consumption;in US-$, real (Base Year=2005);2004;15.2232;OECD/AMECO
NLD_vr311_$05;NLD;Private Consumption;in US-$, real (Base Year=2005);2004;308.3552;OECD/AMECO
NZL_vr311_$05;NZL;Private Consumption;in US-$, real (Base Year=2005);2004;64.4426;OECD/AMECO
NOR_vr311_$05;NOR;Private Consumption;in US-$, real (Base Year=2005);2004;124.1782;OECD/AMECO
POL_vr311_$05;POL;Private Consumption;in US-$, real (Base Year=2005);2004;188.8944;OECD/AMECO
PRT_vr311_$05;PRT;Private Consumption;in US-$, real (Base Year=2005);2004;122.1826;OECD/AMECO
ROM_vr311_$05;ROM;Private Consumption;in US-$, real (Base Year=2005);2004;62.699;OECD/AMECO
SVK_vr311_$05;SVK;Private Consumption;in US-$, real (Base Year=2005);2004;25.847;OECD/AMECO
SVN_vr311_$05;SVN;Private Consumption;in US-$, real (Base Year=2005);2004;19.0024;OECD/AMECO
ESP_vr311_$05;ESP;Private Consumption;in US-$, real (Base Year=2005);2004;627.5653;OECD/AMECO
SWE_vr311_$05;SWE;Private Consumption;in US-$, real (Base Year=2005);2004;174.2457;OECD/AMECO
CHE_vr311_$05;CHE;Private Consumption;in US-$, real (Base Year=2005);2004;226.7885;OECD/AMECO
GBR_vr311_$05;GBR;Private Consumption;in US-$, real (Base Year=2005);2004;1447.4104;OECD/AMECO
USA_vr311_$05;USA;Private Consumption;in US-$, real (Base Year=2005);2004;8515.8;OECD/AMECO
ARG_vr311_$05;ARG;Private Consumption;in US-$, real (Base Year=2005);2004;102.2341;OECD/AMECO
BRA_vr311_$05;BRA;Private Consumption;in US-$, real (Base Year=2005);2004;508.7565;OECD/AMECO
CHL_vr311_$05;CHL;Private Consumption;in US-$, real (Base Year=2005);2004;66.8767;OECD/AMECO
CHN_vr311_$05;CHN;Private Consumption;in US-$, real (Base Year=2005);2004;836.7848;OECD/AMECO
IND_vr311_$05;IND;Private Consumption;in US-$, real (Base Year=2005);2004;449.2928;OECD/AMECO
ISR_vr311_$05;ISR;Private Consumption;in US-$, real (Base Year=2005);2004;72.4218;OECD/AMECO
MEX_vr311_$05;MEX;Private Consumption;in US-$, real (Base Year=2005);2004;537.8417;OECD/AMECO
RUS_vr311_$05;RUS;Private Consumption;in US-$, real (Base Year=2005);2004;341.7364;OECD/AMECO
ZAF_vr311_$05;ZAF;Private Consumption;in US-$, real (Base Year=2005);2004;146.738;OECD/AMECO
TUR_vr311_$05;TUR;Private Consumption;in US-$, real (Base Year=2005);2004;320.9718;OECD/AMECO
CYP_vr311_$05;CYP;Private Consumption;in US-$, real (Base Year=2005);2004;10.2897;OECD/AMECO
ISL_vr311_$05;ISL;Private Consumption;in US-$, real (Base Year=2005);2004;8.6025;OECD/AMECO
LUX_vr311_$05;LUX;Private Consumption;in US-$, real (Base Year=2005);2004;13.0659;OECD/AMECO
MLT_vr311_$05;MLT;Private Consumption;in US-$, real (Base Year=2005);2004;3.8627;OECD/AMECO
AUS_vr311_$05;AUS;Private Consumption;in US-$, real (Base Year=2005);2005;428.1829;OECD/AMECO
AUT_vr311_$05;AUT;Private Consumption;in US-$, real (Base Year=2005);2005;167.8318;OECD/AMECO
BEL_vr311_$05;BEL;Private Consumption;in US-$, real (Base Year=2005);2005;194.2688;OECD/AMECO
BGR_vr311_$05;BGR;Private Consumption;in US-$, real (Base Year=2005);2005;20.0273;OECD/AMECO
CAN_vr311_$05;CAN;Private Consumption;in US-$, real (Base Year=2005);2005;625.8375;OECD/AMECO
CZE_vr311_$05;CZE;Private Consumption;in US-$, real (Base Year=2005);2005;64.23;OECD/AMECO
DNK_vr311_$05;DNK;Private Consumption;in US-$, real (Base Year=2005);2005;124.4014;OECD/AMECO
EST_vr311_$05;EST;Private Consumption;in US-$, real (Base Year=2005);2005;7.723;OECD/AMECO
FIN_vr311_$05;FIN;Private Consumption;in US-$, real (Base Year=2005);2005;100.8895;OECD/AMECO
FRA_vr311_$05;FRA;Private Consumption;in US-$, real (Base Year=2005);2005;1216.3296;OECD/AMECO
DEU_vr311_$05;DEU;Private Consumption;in US-$, real (Base Year=2005);2005;1626.0011;OECD/AMECO
GRC_vr311_$05;GRC;Private Consumption;in US-$, real (Base Year=2005);2005;167.6103;OECD/AMECO
HUN_vr311_$05;HUN;Private Consumption;in US-$, real (Base Year=2005);2005;60.6902;OECD/AMECO
IRL_vr311_$05;IRL;Private Consumption;in US-$, real (Base Year=2005);2005;92.6231;OECD/AMECO
ITA_vr311_$05;ITA;Private Consumption;in US-$, real (Base Year=2005);2005;1054.6371;OECD/AMECO
JPN_vr311_$05;JPN;Private Consumption;in US-$, real (Base Year=2005);2005;2646.6744;OECD/AMECO
KOR_vr311_$05;KOR;Private Consumption;in US-$, real (Base Year=2005);2005;454.6431;OECD/AMECO
LVA_vr311_$05;LVA;Private Consumption;in US-$, real (Base Year=2005);2005;10.1513;OECD/AMECO
LTU_vr311_$05;LTU;Private Consumption;in US-$, real (Base Year=2005);2005;16.9241;OECD/AMECO
NLD_vr311_$05;NLD;Private Consumption;in US-$, real (Base Year=2005);2005;311.4493;OECD/AMECO
NZL_vr311_$05;NZL;Private Consumption;in US-$, real (Base Year=2005);2005;67.2816;OECD/AMECO
NOR_vr311_$05;NOR;Private Consumption;in US-$, real (Base Year=2005);2005;129.6443;OECD/AMECO
POL_vr311_$05;POL;Private Consumption;in US-$, real (Base Year=2005);2005;192.7694;OECD/AMECO
PRT_vr311_$05;PRT;Private Consumption;in US-$, real (Base Year=2005);2005;124.2187;OECD/AMECO
ROM_vr311_$05;ROM;Private Consumption;in US-$, real (Base Year=2005);2005;69.017;OECD/AMECO
SVK_vr311_$05;SVK;Private Consumption;in US-$, real (Base Year=2005);2005;27.5179;OECD/AMECO
SVN_vr311_$05;SVN;Private Consumption;in US-$, real (Base Year=2005);2005;19.3969;OECD/AMECO
ESP_vr311_$05;ESP;Private Consumption;in US-$, real (Base Year=2005);2005;653.4796;OECD/AMECO
