VarCode;Land;Variable;Einheit;Jahr;Wert;Quelle
LUX_vr311_$10;LUX;Private Consumption;in US-$, real (Base Year=2010);2001;14.2;OECD/European Commission
MLT_vr311_$10;MLT;Private Consumption;in US-$, real (Base Year=2010);2001;4.4;OECD/European Commission
HRV_vr311_$10;HRV;Private Consumption;in US-$, real (Base Year=2010);2001;28.6;OECD/European Commission
AUS_vr311_$10;AUS;Private Consumption;in US-$, real (Base Year=2010);2002;529.0;OECD/European Commission
AUT_vr311_$10;AUT;Private Consumption;in US-$, real (Base Year=2010);2002;186.6;OECD/European Commission
BEL_vr311_$10;BEL;Private Consumption;in US-$, real (Base Year=2010);2002;222.6;OECD/European Commission
BGR_vr311_$10;BGR;Private Consumption;in US-$, real (Base Year=2010);2002;21.7;OECD/European Commission
CAN_vr311_$10;CAN;Private Consumption;in US-$, real (Base Year=2010);2002;715.6;OECD/European Commission
CZE_vr311_$10;CZE;Private Consumption;in US-$, real (Base Year=2010);2002;81.6;OECD/European Commission
DNK_vr311_$10;DNK;Private Consumption;in US-$, real (Base Year=2010);2002;136.1;OECD/European Commission
EST_vr311_$10;EST;Private Consumption;in US-$, real (Base Year=2010);2002;8.2;OECD/European Commission
FIN_vr311_$10;FIN;Private Consumption;in US-$, real (Base Year=2010);2002;107.4;OECD/European Commission
FRA_vr311_$10;FRA;Private Consumption;in US-$, real (Base Year=2010);2002;1306.2;OECD/European Commission
DEU_vr311_$10;DEU;Private Consumption;in US-$, real (Base Year=2010);2002;1845.2;OECD/European Commission
GRC_vr311_$10;GRC;Private Consumption;in US-$, real (Base Year=2010);2002;183.8;OECD/European Commission
HUN_vr311_$10;HUN;Private Consumption;in US-$, real (Base Year=2010);2002;65.0;OECD/European Commission
IRL_vr311_$10;IRL;Private Consumption;in US-$, real (Base Year=2010);2002;84.5;OECD/European Commission
ITA_vr311_$10;ITA;Private Consumption;in US-$, real (Base Year=2010);2002;1246.3;OECD/European Commission
JPN_vr311_$10;JPN;Private Consumption;in US-$, real (Base Year=2010);2002;3057.6;OECD/European Commission
KOR_vr311_$10;KOR;Private Consumption;in US-$, real (Base Year=2010);2002;454.0;OECD/European Commission
LVA_vr311_$10;LVA;Private Consumption;in US-$, real (Base Year=2010);2002;11.1;OECD/European Commission
LTU_vr311_$10;LTU;Private Consumption;in US-$, real (Base Year=2010);2002;4.9;OECD/European Commission
NLD_vr311_$10;NLD;Private Consumption;in US-$, real (Base Year=2010);2002;369.3;OECD/European Commission
NZL_vr311_$10;NZL;Private Consumption;in US-$, real (Base Year=2010);2002;65.8;OECD/European Commission
NOR_vr311_$10;NOR;Private Consumption;in US-$, real (Base Year=2010);2002;135.8;OECD/European Commission
POL_vr311_$10;POL;Private Consumption;in US-$, real (Base Year=2010);2002;215.7;OECD/European Commission
PRT_vr311_$10;PRT;Private Consumption;in US-$, real (Base Year=2010);2002;143.2;OECD/European Commission
ROU_vr311_$10;ROU;Private Consumption;in US-$, real (Base Year=2010);2002;61.7;OECD/European Commission
SVK_vr311_$10;SVK;Private Consumption;in US-$, real (Base Year=2010);2002;37.7;OECD/European Commission
SVN_vr311_$10;SVN;Private Consumption;in US-$, real (Base Year=2010);2002;22.0;OECD/European Commission
ESP_vr311_$10;ESP;Private Consumption;in US-$, real (Base Year=2010);2002;720.4;OECD/European Commission
SWE_vr311_$10;SWE;Private Consumption;in US-$, real (Base Year=2010);2002;188.4;OECD/European Commission
CHE_vr311_$10;CHE;Private Consumption;in US-$, real (Base Year=2010);2002;280.6;OECD/European Commission
GBR_vr311_$10;GBR;Private Consumption;in US-$, real (Base Year=2010);2002;1380.3;OECD/European Commission
USA_vr311_$10;USA;Private Consumption;in US-$, real (Base Year=2010);2002;8740.9;OECD/European Commission
ARG_vr311_$10;ARG;Private Consumption;in US-$, real (Base Year=2010);2002;168.3;OECD/European Commission
BRA_vr311_$10;BRA;Private Consumption;in US-$, real (Base Year=2010);2002;901.8;OECD/European Commission
CHL_vr311_$10;CHL;Private Consumption;in US-$, real (Base Year=2010);2002;78.1;OECD/European Commission
CHN_vr311_$10;CHN;Private Consumption;in US-$, real (Base Year=2010);2002;1082.6;OECD/European Commission
IND_vr311_$10;IND;Private Consumption;in US-$, real (Base Year=2010);2002;532.0;OECD/European Commission
ISR_vr311_$10;ISR;Private Consumption;in US-$, real (Base Year=2010);2002;97.8;OECD/European Commission
MEX_vr311_$10;MEX;Private Consumption;in US-$, real (Base Year=2010);2002;557.5;OECD/European Commission
RUS_vr311_$10;RUS;Private Consumption;in US-$, real (Base Year=2010);2002;414.7;OECD/European Commission
ZAF_vr311_$10;ZAF;Private Consumption;in US-$, real (Base Year=2010);2002;160.9;OECD/European Commission
TUR_vr311_$10;TUR;Private Consumption;in US-$, real (Base Year=2010);2002;346.7;OECD/European Commission
CYP_vr311_$10;CYP;Private Consumption;in US-$, real (Base Year=2010);2002;12.0;OECD/European Commission
ISL_vr311_$10;ISL;Private Consumption;in US-$, real (Base Year=2010);2002;5.8;OECD/European Commission
LUX_vr311_$10;LUX;Private Consumption;in US-$, real (Base Year=2010);2002;14.9;OECD/European Commission
MLT_vr311_$10;MLT;Private Consumption;in US-$, real (Base Year=2010);2002;4.4;OECD/European Commission
HRV_vr311_$10;HRV;Private Consumption;in US-$, real (Base Year=2010);2002;30.9;OECD/European Commission
AUS_vr311_$10;AUS;Private Consumption;in US-$, real (Base Year=2010);2003;556.2;OECD/European Commission
AUT_vr311_$10;AUT;Private Consumption;in US-$, real (Base Year=2010);2003;189.9;OECD/European Commission
BEL_vr311_$10;BEL;Private Consumption;in US-$, real (Base Year=2010);2003;224.0;OECD/European Commission
BGR_vr311_$10;BGR;Private Consumption;in US-$, real (Base Year=2010);2003;23.1;OECD/European Commission
CAN_vr311_$10;CAN;Private Consumption;in US-$, real (Base Year=2010);2003;737.1;OECD/European Commission
CZE_vr311_$10;CZE;Private Consumption;in US-$, real (Base Year=2010);2003;85.5;OECD/European Commission
DNK_vr311_$10;DNK;Private Consumption;in US-$, real (Base Year=2010);2003;137.9;OECD/European Commission
EST_vr311_$10;EST;Private Consumption;in US-$, real (Base Year=2010);2003;8.9;OECD/European Commission
FIN_vr311_$10;FIN;Private Consumption;in US-$, real (Base Year=2010);2003;112.0;OECD/European Commission
FRA_vr311_$10;FRA;Private Consumption;in US-$, real (Base Year=2010);2003;1325.9;OECD/European Commission
DEU_vr311_$10;DEU;Private Consumption;in US-$, real (Base Year=2010);2003;1847.3;OECD/European Commission
GRC_vr311_$10;GRC;Private Consumption;in US-$, real (Base Year=2010);2003;190.9;OECD/European Commission
HUN_vr311_$10;HUN;Private Consumption;in US-$, real (Base Year=2010);2003;70.3;OECD/European Commission
IRL_vr311_$10;IRL;Private Consumption;in US-$, real (Base Year=2010);2003;86.8;OECD/European Commission
ITA_vr311_$10;ITA;Private Consumption;in US-$, real (Base Year=2010);2003;1256.6;OECD/European Commission
JPN_vr311_$10;JPN;Private Consumption;in US-$, real (Base Year=2010);2003;3072.8;OECD/European Commission
KOR_vr311_$10;KOR;Private Consumption;in US-$, real (Base Year=2010);2003;451.6;OECD/European Commission
LVA_vr311_$10;LVA;Private Consumption;in US-$, real (Base Year=2010);2003;11.9;OECD/European Commission
LTU_vr311_$10;LTU;Private Consumption;in US-$, real (Base Year=2010);2003;5.4;OECD/European Commission
NLD_vr311_$10;NLD;Private Consumption;in US-$, real (Base Year=2010);2003;368.7;OECD/European Commission
NZL_vr311_$10;NZL;Private Consumption;in US-$, real (Base Year=2010);2003;69.8;OECD/European Commission
NOR_vr311_$10;NOR;Private Consumption;in US-$, real (Base Year=2010);2003;140.1;OECD/European Commission
POL_vr311_$10;POL;Private Consumption;in US-$, real (Base Year=2010);2003;219.1;OECD/European Commission
PRT_vr311_$10;PRT;Private Consumption;in US-$, real (Base Year=2010);2003;142.8;OECD/European Commission
ROU_vr311_$10;ROU;Private Consumption;in US-$, real (Base Year=2010);2003;66.8;OECD/European Commission
SVK_vr311_$10;SVK;Private Consumption;in US-$, real (Base Year=2010);2003;38.8;OECD/European Commission
SVN_vr311_$10;SVN;Private Consumption;in US-$, real (Base Year=2010);2003;22.7;OECD/European Commission
ESP_vr311_$10;ESP;Private Consumption;in US-$, real (Base Year=2010);2003;737.5;OECD/European Commission
SWE_vr311_$10;SWE;Private Consumption;in US-$, real (Base Year=2010);2003;192.8;OECD/European Commission
CHE_vr311_$10;CHE;Private Consumption;in US-$, real (Base Year=2010);2003;283.3;OECD/European Commission
GBR_vr311_$10;GBR;Private Consumption;in US-$, real (Base Year=2010);2003;1434.8;OECD/European Commission
USA_vr311_$10;USA;Private Consumption;in US-$, real (Base Year=2010);2003;9014.2;OECD/European Commission
ARG_vr311_$10;ARG;Private Consumption;in US-$, real (Base Year=2010);2003;182.1;OECD/European Commission
BRA_vr311_$10;BRA;Private Consumption;in US-$, real (Base Year=2010);2003;894.7;OECD/European Commission
CHL_vr311_$10;CHL;Private Consumption;in US-$, real (Base Year=2010);2003;81.4;OECD/European Commission
CHN_vr311_$10;CHN;Private Consumption;in US-$, real (Base Year=2010);2003;1156.3;OECD/European Commission
IND_vr311_$10;IND;Private Consumption;in US-$, real (Base Year=2010);2003;563.6;OECD/European Commission
ISR_vr311_$10;ISR;Private Consumption;in US-$, real (Base Year=2010);2003;97.5;OECD/European Commission
MEX_vr311_$10;MEX;Private Consumption;in US-$, real (Base Year=2010);2003;583.6;OECD/European Commission
RUS_vr311_$10;RUS;Private Consumption;in US-$, real (Base Year=2010);2003;445.6;OECD/European Commission
ZAF_vr311_$10;ZAF;Private Consumption;in US-$, real (Base Year=2010);2003;165.5;OECD/European Commission
TUR_vr311_$10;TUR;Private Consumption;in US-$, real (Base Year=2010);2003;382.0;OECD/European Commission
CYP_vr311_$10;CYP;Private Consumption;in US-$, real (Base Year=2010);2003;12.4;OECD/European Commission
ISL_vr311_$10;ISL;Private Consumption;in US-$, real (Base Year=2010);2003;6.2;OECD/European Commission
LUX_vr311_$10;LUX;Private Consumption;in US-$, real (Base Year=2010);2003;15.0;OECD/European Commission
MLT_vr311_$10;MLT;Private Consumption;in US-$, real (Base Year=2010);2003;4.6;OECD/European Commission
HRV_vr311_$10;HRV;Private Consumption;in US-$, real (Base Year=2010);2003;32.1;OECD/European Commission
AUS_vr311_$10;AUS;Private Consumption;in US-$, real (Base Year=2010);2004;581.3;OECD/European Commission
AUT_vr311_$10;AUT;Private Consumption;in US-$, real (Base Year=2010);2004;194.3;OECD/European Commission
BEL_vr311_$10;BEL;Private Consumption;in US-$, real (Base Year=2010);2004;227.4;OECD/European Commission
BGR_vr311_$10;BGR;Private Consumption;in US-$, real (Base Year=2010);2004;25.0;OECD/European Commission
CAN_vr311_$10;CAN;Private Consumption;in US-$, real (Base Year=2010);2004;759.3;OECD/European Commission
CZE_vr311_$10;CZE;Private Consumption;in US-$, real (Base Year=2010);2004;88.5;OECD/European Commission
DNK_vr311_$10;DNK;Private Consumption;in US-$, real (Base Year=2010);2004;144.3;OECD/European Commission
EST_vr311_$10;EST;Private Consumption;in US-$, real (Base Year=2010);2004;9.6;OECD/European Commission
FIN_vr311_$10;FIN;Private Consumption;in US-$, real (Base Year=2010);2004;116.0;OECD/European Commission
FRA_vr311_$10;FRA;Private Consumption;in US-$, real (Base Year=2010);2004;1352.4;OECD/European Commission
DEU_vr311_$10;DEU;Private Consumption;in US-$, real (Base Year=2010);2004;1861.7;OECD/European Commission
GRC_vr311_$10;GRC;Private Consumption;in US-$, real (Base Year=2010);2004;199.1;OECD/European Commission
HUN_vr311_$10;HUN;Private Consumption;in US-$, real (Base Year=2010);2004;71.7;OECD/European Commission
IRL_vr311_$10;IRL;Private Consumption;in US-$, real (Base Year=2010);2004;90.0;OECD/European Commission
ITA_vr311_$10;ITA;Private Consumption;in US-$, real (Base Year=2010);2004;1269.0;OECD/European Commission
JPN_vr311_$10;JPN;Private Consumption;in US-$, real (Base Year=2010);2004;3108.2;OECD/European Commission
KOR_vr311_$10;KOR;Private Consumption;in US-$, real (Base Year=2010);2004;452.8;OECD/European Commission
LVA_vr311_$10;LVA;Private Consumption;in US-$, real (Base Year=2010);2004;13.1;OECD/European Commission
LTU_vr311_$10;LTU;Private Consumption;in US-$, real (Base Year=2010);2004;6.1;OECD/European Commission
NLD_vr311_$10;NLD;Private Consumption;in US-$, real (Base Year=2010);2004;369.8;OECD/European Commission
NZL_vr311_$10;NZL;Private Consumption;in US-$, real (Base Year=2010);2004;73.6;OECD/European Commission
NOR_vr311_$10;NOR;Private Consumption;in US-$, real (Base Year=2010);2004;147.7;OECD/European Commission
POL_vr311_$10;POL;Private Consumption;in US-$, real (Base Year=2010);2004;228.4;OECD/European Commission
PRT_vr311_$10;PRT;Private Consumption;in US-$, real (Base Year=2010);2004;146.5;OECD/European Commission
ROU_vr311_$10;ROU;Private Consumption;in US-$, real (Base Year=2010);2004;77.4;OECD/European Commission
SVK_vr311_$10;SVK;Private Consumption;in US-$, real (Base Year=2010);2004;40.7;OECD/European Commission
SVN_vr311_$10;SVN;Private Consumption;in US-$, real (Base Year=2010);2004;23.4;OECD/European Commission
ESP_vr311_$10;ESP;Private Consumption;in US-$, real (Base Year=2010);2004;767.2;OECD/European Commission
SWE_vr311_$10;SWE;Private Consumption;in US-$, real (Base Year=2010);2004;198.2;OECD/European Commission
CHE_vr311_$10;CHE;Private Consumption;in US-$, real (Base Year=2010);2004;287.9;OECD/European Commission
GBR_vr311_$10;GBR;Private Consumption;in US-$, real (Base Year=2010);2004;1486.5;OECD/European Commission
USA_vr311_$10;USA;Private Consumption;in US-$, real (Base Year=2010);2004;9360.4;OECD/European Commission
ARG_vr311_$10;ARG;Private Consumption;in US-$, real (Base Year=2010);2004;199.4;OECD/European Commission
BRA_vr311_$10;BRA;Private Consumption;in US-$, real (Base Year=2010);2004;928.9;OECD/European Commission
CHL_vr311_$10;CHL;Private Consumption;in US-$, real (Base Year=2010);2004;88.2;OECD/European Commission
CHN_vr311_$10;CHN;Private Consumption;in US-$, real (Base Year=2010);2004;1244.4;OECD/European Commission
IND_vr311_$10;IND;Private Consumption;in US-$, real (Base Year=2010);2004;592.7;OECD/European Commission
ISR_vr311_$10;ISR;Private Consumption;in US-$, real (Base Year=2010);2004;102.8;OECD/European Commission
MEX_vr311_$10;MEX;Private Consumption;in US-$, real (Base Year=2010);2004;616.1;OECD/European Commission
RUS_vr311_$10;RUS;Private Consumption;in US-$, real (Base Year=2010);2004;498.4;OECD/European Commission
ZAF_vr311_$10;ZAF;Private Consumption;in US-$, real (Base Year=2010);2004;175.8;OECD/European Commission
TUR_vr311_$10;TUR;Private Consumption;in US-$, real (Base Year=2010);2004;423.9;OECD/European Commission
CYP_vr311_$10;CYP;Private Consumption;in US-$, real (Base Year=2010);2004;13.3;OECD/European Commission
ISL_vr311_$10;ISL;Private Consumption;in US-$, real (Base Year=2010);2004;6.7;OECD/European Commission
LUX_vr311_$10;LUX;Private Consumption;in US-$, real (Base Year=2010);2004;15.1;OECD/European Commission
MLT_vr311_$10;MLT;Private Consumption;in US-$, real (Base Year=2010);2004;4.7;OECD/European Commission
HRV_vr311_$10;HRV;Private Consumption;in US-$, real (Base Year=2010);2004;33.4;OECD/European Commission
AUS_vr311_$10;AUS;Private Consumption;in US-$, real (Base Year=2010);2005;599.6;OECD/European Commission
AUT_vr311_$10;AUT;Private Consumption;in US-$, real (Base Year=2010);2005;198.5;OECD/European Commission
BEL_vr311_$10;BEL;Private Consumption;in US-$, real (Base Year=2010);2005;230.3;OECD/European Commission
BGR_vr311_$10;BGR;Private Consumption;in US-$, real (Base Year=2010);2005;26.4;OECD/European Commission
CAN_vr311_$10;CAN;Private Consumption;in US-$, real (Base Year=2010);2005;787.0;OECD/European Commission
CZE_vr311_$10;CZE;Private Consumption;in US-$, real (Base Year=2010);2005;91.4;OECD/European Commission
DNK_vr311_$10;DNK;Private Consumption;in US-$, real (Base Year=2010);2005;149.7;OECD/European Commission
EST_vr311_$10;EST;Private Consumption;in US-$, real (Base Year=2010);2005;10.5;OECD/European Commission
FIN_vr311_$10;FIN;Private Consumption;in US-$, real (Base Year=2010);2005;119.8;OECD/European Commission
FRA_vr311_$10;FRA;Private Consumption;in US-$, real (Base Year=2010);2005;1386.4;OECD/European Commission
DEU_vr311_$10;DEU;Private Consumption;in US-$, real (Base Year=2010);2005;1869.0;OECD/European Commission
GRC_vr311_$10;GRC;Private Consumption;in US-$, real (Base Year=2010);2005;208.4;OECD/European Commission
HUN_vr311_$10;HUN;Private Consumption;in US-$, real (Base Year=2010);2005;73.7;OECD/European Commission
IRL_vr311_$10;IRL;Private Consumption;in US-$, real (Base Year=2010);2005;96.4;OECD/European Commission
ITA_vr311_$10;ITA;Private Consumption;in US-$, real (Base Year=2010);2005;1285.4;OECD/European Commission
JPN_vr311_$10;JPN;Private Consumption;in US-$, real (Base Year=2010);2005;3155.8;OECD/European Commission
KOR_vr311_$10;KOR;Private Consumption;in US-$, real (Base Year=2010);2005;472.8;OECD/European Commission
LVA_vr311_$10;LVA;Private Consumption;in US-$, real (Base Year=2010);2005;14.5;OECD/European Commission
LTU_vr311_$10;LTU;Private Consumption;in US-$, real (Base Year=2010);2005;6.8;OECD/European Commission
NLD_vr311_$10;NLD;Private Consumption;in US-$, real (Base Year=2010);2005;372.6;OECD/European Commission
NZL_vr311_$10;NZL;Private Consumption;in US-$, real (Base Year=2010);2005;77.3;OECD/European Commission
NOR_vr311_$10;NOR;Private Consumption;in US-$, real (Base Year=2010);2005;154.2;OECD/European Commission
POL_vr311_$10;POL;Private Consumption;in US-$, real (Base Year=2010);2005;233.8;OECD/European Commission
PRT_vr311_$10;PRT;Private Consumption;in US-$, real (Base Year=2010);2005;148.8;OECD/European Commission
ROU_vr311_$10;ROU;Private Consumption;in US-$, real (Base Year=2010);2005;85.2;OECD/European Commission
SVK_vr311_$10;SVK;Private Consumption;in US-$, real (Base Year=2010);2005;43.1;OECD/European Commission
SVN_vr311_$10;SVN;Private Consumption;in US-$, real (Base Year=2010);2005;23.9;OECD/European Commission
